BILLS-113hr2621ih.xml,~Rule Administration=2~date=2~Butterfly Pavilionat=2~paragraph=1~subsection=2~Art=1~museum facility=1~Secretary=7~year=1~Natural History=2~fee=4~part=2~Public Works=2~perman collection=1~Transportation Infrastructure=2~determination=1~section=1~admission fee=1~Committee=8~Smithsonian Institution=4~National Museum=2~statement=2~bureau=1~exhibit=6~plan=2~National Gallery=1~period=1~enactment=1~House Administration=2~House=4~admission=3~expense=1~Senate=4~charg=1~Act=1~effect=1~Environment=2~Representative=4~expiration=1~step=1,
BILLS-113hr2621ih.xml,~Rule Administration=2~date=2~Butterfly Pavilionat=2~paragraph=1~subsection=2~Art=1~museum facility=1~Secretary=7~year=1~Natural History=2~fee=4~part=2~Public Works=2~perman collection=1~Transportation Infrastructure=2~determination=1~section=1~admission fee=1~Committee=8~Smithsonian Institution=4~National Museum=2~statement=2~bureau=1~exhibit=6~plan=2~National Gallery=1~period=1~enactment=1~House Administration=2~House=4~admission=3~expense=1~Senate=4~charg=1~Act=1~effect=1~Environment=2~Representative=4~expiration=1~step=1,
BILLS-113hr2621ih.xml,~Rule Administration=2~date=2~Butterfly Pavilionat=2~paragraph=1~subsection=2~Art=1~museum facility=1~Secretary=7~year=1~Natural History=2~fee=4~part=2~Public Works=2~perman collection=1~Transportation Infrastructure=2~determination=1~section=1~admission fee=1~Committee=8~Smithsonian Institution=4~National Museum=2~statement=2~bureau=1~exhibit=6~plan=2~National Gallery=1~period=1~enactment=1~House Administration=2~House=4~admission=3~expense=1~Senate=4~charg=1~Act=1~effect=1~Environment=2~Representative=4~expiration=1~step=1,
BILLS-112hr3921ih.xml,~Harmonized Tariff=1~date=4~amendment=2~subsection=2~section=1~good=1~December=1~day=3~United State=1~Tariff Act=1~proper request=1~law=1~enactment=3~USC=1~Border Protection=1~strike=1~consumption=2~US Customs=1~withdrawal=1~warehouse=2~article=1~respect=1~entry=1~Act=3~provision=1~lower rate=1~duty=2~entry withdrawal=1,
BILLS-115hr5868ih.xml,~reference=2~subsection=1~Claremont Avenue=1~law map regulation document paper=1~Ashland Ohio=1~Bill Harris Post Office=2~record=1~United State Postal Service=1~facility=2~United State=1,
BILLS-111hr1237ih.xml,~date=2~amendment=2~United States Code=2~dwell place=1~section=4~financi responsibility=2~determination=1~behalf=2~Social Security Act=2~resident=9~term pre-dispute arbitration agreementmean=1~agreement=5~enactment=2~contract=1~long-term care facility=2~court=1~skill nurs facility=1~respect=1~arbitration agreement=1~toilet=1~activiti=1~pre-dispute arbitration agreement=3~provision=1~person=3~effect=1~proprietary facility=1~common room=1~full kitchen bathroom=1~party=1~chapter=3~subsection=1~nurs facility=1~purpose=1~title=2~faciliti=1~bed chair=1~conjunction=1~long-term care facilitymean=1~arbitrator=1~end=2~term=2~Federal law=1~bath=1~table=1~clause=1~dispute=1~private nonprofit corporation=1~Chapter=1~validity enforceability=1~medication=1~public facility=1~Fairness=1~Nursing Home Arbitration Act=1~Act=6~arbitration challenge=1~service=1~time=2~admission process=2~facility=3~adult resident=1,
BILLS-108hr3730ih.xml,~date=1~paragraph=2~chapter=1~amendment=1~subsection=3~section=3~National Defense Authorization Act=1~title=2~percent=3~Stat=1~Public Law=1~disabiliti=2~payment=1~day=2~table=1~enactment=1~strike=2~Section=1~Code=1~respect=1~Fiscal Year=1~Act=2~month=2~ampSshort-title1=1~effect=1~begin=1~higher=1,
BILLS-111hr1237ih.xml,~date=2~amendment=2~United States Code=2~dwell place=1~section=4~financi responsibility=2~determination=1~behalf=2~Social Security Act=2~resident=9~term pre-dispute arbitration agreementmean=1~agreement=5~enactment=2~contract=1~long-term care facility=2~court=1~skill nurs facility=1~respect=1~arbitration agreement=1~toilet=1~activiti=1~pre-dispute arbitration agreement=3~provision=1~person=3~effect=1~proprietary facility=1~common room=1~full kitchen bathroom=1~party=1~chapter=3~subsection=1~nurs facility=1~purpose=1~title=2~faciliti=1~bed chair=1~conjunction=1~long-term care facilitymean=1~arbitrator=1~end=2~term=2~Federal law=1~bath=1~table=1~clause=1~dispute=1~private nonprofit corporation=1~Chapter=1~validity enforceability=1~medication=1~public facility=1~Fairness=1~Nursing Home Arbitration Act=1~Act=6~arbitration challenge=1~service=1~time=2~admission process=2~facility=3~adult resident=1,
BILLS-111hr1237ih.xml,~date=2~amendment=2~United States Code=2~dwell place=1~section=4~financi responsibility=2~determination=1~behalf=2~Social Security Act=2~resident=9~term pre-dispute arbitration agreementmean=1~agreement=5~enactment=2~contract=1~long-term care facility=2~court=1~skill nurs facility=1~respect=1~arbitration agreement=1~toilet=1~activiti=1~pre-dispute arbitration agreement=3~provision=1~person=3~effect=1~proprietary facility=1~common room=1~full kitchen bathroom=1~party=1~chapter=3~subsection=1~nurs facility=1~purpose=1~title=2~faciliti=1~bed chair=1~conjunction=1~long-term care facilitymean=1~arbitrator=1~end=2~term=2~Federal law=1~bath=1~table=1~clause=1~dispute=1~private nonprofit corporation=1~Chapter=1~validity enforceability=1~medication=1~public facility=1~Fairness=1~Nursing Home Arbitration Act=1~Act=6~arbitration challenge=1~service=1~time=2~admission process=2~facility=3~adult resident=1,
BILLS-111hr2947ih.xml,~Securities Exchange Act=3~strike State orand=1~strike clause=2~Public Utility Holding=1~securiti transaction=1~vii=1~substanti disruption=1~substanti threat=1~strike Public Utility Holding Company Act=2~ii=3~sentence=4~princip place=1~clearance settlement=1~Commodity Future Modernization Act=1~whichever=1~preced=1~Company Act=1~Public Utility Holding Company Act=6~sectionand=1~orafter=3~Securiti=4~Investment Company Act=1~givesand=1~Investment=3~paragraph=6~subsection=3~strike section=3~iii=2~earn statement=1~matter=2~member=1~term=2~place=2~major disturbance=1~seq=9~Advisers Act=1~Securities Law Technical Corrections Act=1~clause=2~USC=49~business=3~strike=3~strike company=2~Section=1~Act=4~strike princip business officeor=1~Trust Indenture Act=2~order grantingand=2~entity=2~transaction=1~nation system=1~section=48~emergencymean=1~subparagraph=4~non-audit=1~segment=1~redesignate subsection=1~securiti price=1~Securities Act=5~signific portion=1~strike earn statementand=1~--=3~membershipin=1~securiti=1~individual=1~enactment=1~Actand=1~fair orderly market=1~vi=1~State=1~person=1~provision=2~effect=1~strike affectedand=1~strike subsection=3~securiti market=2~strike nonauditand=1~princip office=1~purpose=1~membershipin subparagraph=1~strike paragraph=2~title=1~Securiti Exchange Act=3~entityand=1~security=1~company=2~end=3~substanti threat thereof=1~semicolon=1~nation securiti exchange=1~insert section=1~Paragraph=1~securityand=1~strike Securities Act=3~investment compani=1~major market disturbance=1~account=1~Exchange Act=3~transmission process=1,
BILLS-111hr2947ih.xml,~Securities Exchange Act=3~strike State orand=1~strike clause=2~Public Utility Holding=1~securiti transaction=1~vii=1~substanti disruption=1~substanti threat=1~strike Public Utility Holding Company Act=2~ii=3~sentence=4~princip place=1~clearance settlement=1~Commodity Future Modernization Act=1~whichever=1~preced=1~Company Act=1~Public Utility Holding Company Act=6~sectionand=1~orafter=3~Securiti=4~Investment Company Act=1~givesand=1~Investment=3~paragraph=6~subsection=3~strike section=3~iii=2~earn statement=1~matter=2~member=1~term=2~place=2~major disturbance=1~seq=9~Advisers Act=1~Securities Law Technical Corrections Act=1~clause=2~USC=49~business=3~strike=3~strike company=2~Section=1~Act=4~strike princip business officeor=1~Trust Indenture Act=2~order grantingand=2~entity=2~transaction=1~nation system=1~section=48~emergencymean=1~subparagraph=4~non-audit=1~segment=1~redesignate subsection=1~securiti price=1~Securities Act=5~signific portion=1~strike earn statementand=1~--=3~membershipin=1~securiti=1~individual=1~enactment=1~Actand=1~fair orderly market=1~vi=1~State=1~person=1~provision=2~effect=1~strike affectedand=1~strike subsection=3~securiti market=2~strike nonauditand=1~princip office=1~purpose=1~membershipin subparagraph=1~strike paragraph=2~title=1~Securiti Exchange Act=3~entityand=1~security=1~company=2~end=3~substanti threat thereof=1~semicolon=1~nation securiti exchange=1~insert section=1~Paragraph=1~securityand=1~strike Securities Act=3~investment compani=1~major market disturbance=1~account=1~Exchange Act=3~transmission process=1,
